Nome	Tipo	Descrição	
C11984.USER1	Usuário	STRIKE BRASIL	
C12004.USER1	Usuário	BETEL CONCHOES	
C12004.USER2	Usuário	BETEL CONCHOES	
C12004.USER3	Usuário	BETEL CONCHOES	
C12004.USER4	Usuário	BETEL CONCHOES	
C12004.USER5	Usuário	BETEL CONCHOES	
C12021.USER1	Usuário	MIX COMERCIO	
C12021.USER2	Usuário	MIX COMERCIO	
C12021.USER3	Usuário	MIX COMERCIO	
C12021.USER4	Usuário	MIX COMERCIO	
C12021.USER5	Usuário	MIX COMERCIO	
C12029.USER1	Usuário	BT BAQUER ATACADISTA	
C12029.USER2	Usuário	BT BAQUER ATACADISTA	
C12029.USER3	Usuário	BT BAQUER ATACADISTA	
C12029.USER4	Usuário	BT BAQUER ATACADISTA	
C12029.USER5 BT BAQUER ATACADISTA	Usuário		
C12038.USER1	Usuário	SOLUCAO PECAS AGRO	
C12038.USER2	Usuário	SOLUCAO PECAS AGRO	
C12038.USER4	Usuário	SOLUCAO PECAS AGRO	
C12038.USER5 SOLUCAO PECAS AGRO	Usuário		
C12042.USER1 DIVISA ROLAMENTOS	Usuário	DIVISA ROLAMENTOS	
C12042.USER2 DIVISA ROLAMENTOS	Usuário	DIVISA ROLAMENTOS	
C12042.USER3 DIVISA ROLAMENTOS	Usuário	DIVISA ROLAMENTOS	
C12042.USER4 DIVISA ROLAMENTOS	Usuário		
C12042.USER5 DIVISA ROLAMENTOS	Usuário		
C12042.USER6 DIVISA ROLAMENTOS	Usuário		
C12042.USER7 DIVISA ROLAMENTOS	Usuário		
C12042.USER8 DIVISA ROLAMENTOS	Usuário		
C12042.USER9 DIVISA ROLAMENTOS	Usuário		
C12044.USER1	Usuário	RADIADORES GUIMARAES	
C12055.USER1 AG PECAS	Usuário	AG PEÇAS	
C12055.USER2 AG PECAS	Usuário	AG PEÇAS	
C12055.USER3 AG PECAS	Usuário	AG PEÇAS	
C12055.USER4 AG PECAS	Usuário	AG PEÇAS	
C12055.USER5 AG PECAS	Usuário		
C12055.USER6 AG PEÇAS	Usuário		
C12088.USER1	Usuário	CEMEL CERAMICA MEDICCI	
C12088.USER2	Usuário	CEMEL CERAMICA MEDICCI	
C12088.USER3	Usuário	CEMEL CERAMICA MEDICCI	
C12096.USER1	Usuário	MOVEIS FILIAL	
C12096.USER2	Usuário	MOVEIS FILIAL	
C12152.USER1	Usuário	FDP EPI	
C12162.USER1	Usuário	MARIAH ACESSORIOS	
C12163.USER1	Usuário	SALUMAR	
C12163.USER2	Usuário	SALUMAR	
C12164.USER1	Usuário	HTECH CELULAR	
C12164.USER2	Usuário	HTECH CELULAR	
C12165.USER1	Usuário	XD AUTOMOTIVA	
C12165.USER2	Usuário	XD AUTOMOTIVA	
C12165.USER3	Usuário	XD AUTOMOTIVA	
C12165.USER4 XD AUTOMOTIVA	Usuário		
C12212.USER1	Usuário	GR SERVICOS AUTOMOTIVOS 	
C12212.USER2	Usuário	GR SERVICOS AUTOMOTIVOS 	
C12212.USER3	Usuário	GR SERVICOS AUTOMOTIVOS 	
C12212.USER4	Usuário	GR SERVICOS AUTOMOTIVOS 	
C12238.USER1	Usuário	P2R AUTO CENTER	
C12238.USER2	Usuário	P2R AUTO CENTER	
C12238.USER3	Usuário	P2R AUTO CENTER	
C12250.USER1	Usuário	EXCELENCIA DISTRIBUIDORA	
C12250.USER2	Usuário	EXCELENCIA DISTRIBUIDORA	
C12251.USER1	Usuário	EXCELENCIA DISTRIBUIDORA	
C12251.USER2	Usuário	EXCELENCIA DISTRIBUIDORA	
C12252.USER1	Usuário	FAZENDA ARLEI	
C12252.USER2	Usuário	FAZENDA ARLEI	
C12266.USER1	Usuário	INOVAR	
C12266.USER2	Usuário	INOVAR	
C12322.USER1	Usuário	MULTIFRIO 	
C12339.USER1	Usuário	ROTA ACESSORIOS	
C12343.USER1	Usuário	VENTOBRAVO CLIMATIZAÇÃO	
C12343.USER2	Usuário	VENTOBRAVO CLIMATIZAÇÃO	
C12348.USER1	Usuário	REVCAR AUTO CENTER	
C12348.USER2	Usuário	REVCAR AUTO CENTER	
C12349.USER1	Usuário	GOL ELETRICA	
C12349.USER2	Usuário		
C12353.USER1	Usuário	PADRILHA AR CONDICIONADO	
C12353.USER2	Usuário	PADRILHA AR CONDICIONADO	
C12353.USER3	Usuário	PADRILHA AR CONDICIONADO	
C12353.USER4	Usuário	PADRILHA AR CONDICIONADO	
C12373.USER1	Usuário	MERCADIN LS 	
C12373.USER2	Usuário	MERCADIN LS 	
C12383.USER1 ELI JOIAS	Usuário		
C12390.USER1 HEINEN LUZ E DESIGN	Usuário		
C12390.USER2 HEINEN LUZ E DESIGN	Usuário		
C12390.USER3 HEINEN LUZ E DESIGN	Usuário		
C12390.USER4 HEINEN LUZ E DESIGN	Usuário		
C12391.USER1	Usuário	THERMO AR	
C12391.USER2	Usuário	THERMO AR	
C12391.USER3 THERMO AR	Usuário		
C12392.USER1	Usuário	AR COND CUIABA	
C12405.USER1	Usuário	HIDRAULICA FENIX	
C12407.USER1	Usuário	LARANJEIRAS COSMETICOS	
C12407.USER2	Usuário	LARANJEIRAS COSMETICOS	
C12407.USER3 LARANJEIRAS COSMETICOS	Usuário	LARANJEIRAS COSMETICOS	
C12409.USER1 RM MAQUINAS	Usuário		
C12409.USER2 RM MAQUINAS	Usuário		
C12409.USER3 RM MAQUINAS	Usuário		
C12409.USER4 RM MAQUINAS	Usuário		
C12414.USER1 VB REPRESENTAÇÕES	Usuário		
C12414.USER2 VB REPRESENTAÇÕES	Usuário		
C12414.USER3 VB REPRESENTAÇÕES	Usuário		
C12458.USER1	Usuário	DAKAR PNEUS	
C12458.USER2	Usuário	DAKAR PNEUS	
C12458.USER3	Usuário	DAKAR	
C12458.USER4	Usuário	DAKAR	
C12470.USER1 SUPERLIMP	Usuário	SUPERLIMP	
C12470.USER2 SUPERLIMP	Usuário	SUPERLIMP	
C12470.USER3 SUPERLIMP	Usuário		
C12473.USER1 AGROVERDE SERVICE	Usuário		
C12473.USER2 AGROVERDE SERVICE	Usuário		
C12488.USER1	Usuário	AUTOLUBE	
C12488.USER2	Usuário	AUTOLUBE	
C12511.USER1	Usuário	AS PNEUS	
C12511.USER2	Usuário	AS PNEUS	
C12511.USER3	Usuário	AS PNEUS	
C12511.USER4	Usuário	AS PNEUS	
C12511.USER5	Usuário	AS PNEUS	
C12511.USER6	Usuário	AS PNEUS	
C12511.USER7	Usuário	AS PNEUS	
C12511.USER8	Usuário	AS PNEUS	
C12513.USER1	Usuário	SA AR CONDICIONADO	
C12513.USER2	Usuário	SA AR CONDICIONADO	
C12513.USER3	Usuário	SA AR CONDICIONADO	
C12525.USER1	Usuário	SOS ANIMAL	
C12525.USER2	Usuário	SOS ANIMAL	
C12525.USER3	Usuário	SOS ANIMAL	
C12525.USER4	Usuário	SOS ANIMAL	
C12525.USER5	Usuário	SOS ANIMAL	
C12606.USER1	Usuário	ELETROCELL	
C12650.USER1	Usuário	PAVANELLI AGRO	
C12651.USER1 LU PERSONALIZADOS MT	Usuário		
C12660.USER1 MMCS	Usuário	MMCS	
C12660.USER2 MMCS	Usuário	MMCS	
C12660.USER3 MMCS	Usuário	MMCS	
C12660.USER4 MMCS	Usuário	MMCS	
C12660.USER5 MMCS	Usuário	MMCS	
C12686.USER1	Usuário	CAVAZZINI ENGENHARIA	
C12686.USER2	Usuário	CAVAZZINI ENGENHARIA	
C12686.USER3	Usuário	CAVAZZINI ENGENHARIA	
C12704.USER1 AGCAR AUTO CENTER	Usuário		
C12704.USER2 AGCAR AUTO CENTER	Usuário		
C12713.USER1 JC MOTO PEÇAS	Usuário		
C12713.USER2 JC MOTO PEÇAS	Usuário		
C12713.USER3 JC MOTO PEÇAS	Usuário		
C12713.USER4 JC MOTO PEÇAS	Usuário		
C12713.USER5 JC MOTO PEÇAS	Usuário		
C12713.USER6 JC MOTO PEÇAS	Usuário		
C12721.USER1 BARIGUI PNEUS	Usuário		
C12721.USER2 BARIGUI PNEUS	Usuário		
C12725.USER1 MT LAMINADOS	Usuário		
C12725.USER2 MT LAMINADOS	Usuário		
C12729.USER1 CBA IMPLEMENTOS RODOVIARIOS	Usuário		
C12729.USER2 CBA IMPLEMENTOS RODOVIARIOS	Usuário		
C12735.USER1 ROYAL VET	Usuário		
C12735.USER2 ROYAL VET	Usuário		
C12735.USER3 ROYAL VET	Usuário		
C12760.USER1 LW LOCAÇÕES DE MAQUINAS PESADAS	Usuário		
C12760.USER2 LW LOCAÇÕES DE MAQUINAS PESADAS	Usuário		
C12760.USER3 LW LOCAÇÕES DE MAQUINAS PESADAS	Usuário		
C12760.USER4 LW LOCAÇÕES DE MAQUINAS PESADAS	Usuário		
C12760.USER5 LW LOCAÇÕES DE MAQUINAS PESADAS	Usuário		
C12760.USER6 LW LOCAÇÕES DE MAQUINAS PESADAS	Usuário		
C12760.USER7 LW LOCAÇÕES DE MAQUINAS PESADAS	Usuário		
C12785.USER1 AGROMAQ	Usuário		
C12785.USER2 AGROMAQ	Usuário		
C12820.USER1 ALUMINIO PANTANAL	Usuário		
C12820.USER2 ALUMINIO PANTANAL	Usuário		
C12878.USER1 PRIME INFO	Usuário		
C12886.USER1 PRIME AUTO VIDROS E ACESSORIO	Usuário		
C12886.USER2 PRIME AUTO VIDROS E ACESSORIO	Usuário		
C12886.USER3 PRIME AUTO VIDROS E ACESSORIO	Usuário		
C12886.USER4 PRIME AUTO VIDROS E ACESSORIO	Usuário		
C12886.USER5 PRIME AUTO VIDROS E ACESSORIO	Usuário		
C12886.USER6 PRIME AUTO VIDROS E ACESSORIO	Usuário		
C12912.USER1	Usuário	PLANETA MOTOS	
C12912.USER2	Usuário	PLANETA MOTOS	
C12912.USER3	Usuário	PLANETA MOTOS	
C12922.USER1 TOP CAR AUTO MECANICA	Usuário		
C12970.USER1 TORNEARIA COLORADO	Usuário		
C12979.USER1 INSTITUTO ATAME	Usuário		
C12979.USER2 INSTITUTO ATAME	Usuário		
C12985.USER1 MR COMERCIO	Usuário		
C12985.USER2 MR COMERCIO	Usuário		
C12985.USER3 MR COMERCIO	Usuário		
C12985.USER4 MR COMERCIO	Usuário		
C13010.USER1  JS AGRO	Usuário		
C13010.USER2  JS AGRO	Usuário		
C13010.USER3  JS AGRO	Usuário		
C13010.USER4  JS AGRO	Usuário		
C13018.USER1 GAUCHINHO	Usuário		
C13018.USER2 GAUCHINHO	Usuário		
C13018.USER3 GAUCHINHO	Usuário		
C13018.USER4 GAUCHINHO	Usuário		
C13018.USER5 GAUCHINHO	Usuário		
C13018.USER6 GAUCHINHO	Usuário		
C13018.USER7 GAUCHINHO	Usuário		
C13060.USER1 MERCADO DO BOI	Usuário		
C13060.USER2 MERCADO DO BOI	Usuário		
C13082.USER1 GLOBO GAS (MATRIZ)	Usuário		
C13082.USER2 GLOBO GAS (MATRIZ)	Usuário		
C13083.USER1 GLOBO GAS (COMODORO)	Usuário		
C13084.USER1 AGUA CLARA GAS	Usuário		
C13085.USER1 GLOBO GAS (CNP)	Usuário		
C13086.USER1 GLOBO GAS (CAMPOS DE JULIO)	Usuário		
C13087.USER1 GLOBO GAS (CIDADE ALTA TGA)	Usuário		
C13090.USER1 GAS 21	Usuário		
C13091.USER1 GLOBO GAS (TARUMA)	Usuário		
C13092.USER1 GLOBO GAS (MONTE LIBANO TGA)	Usuário		
C13109.USER1 LONDIESEL BOMBAS INJETORAS	Usuário		
C13109.USER2 LONDIESEL BOMBAS INJETORAS	Usuário		
C13119.USER1 AC DRILL	Usuário		
C13119.USER2 AC DRILL	Usuário		
C13119.USER3 AC DRILL	Usuário		
C13119.USER4 AC DRILL	Usuário		
C13119.USER5 AC DRILL	Usuário		
C13119.USER6 AC DRILL	Usuário		
C13120.USER1 PARA DRILL MATRIZ	Usuário		
C13120.USER2 PARA DRILL MATRIZ	Usuário		
C13143.USER1 MARKS COMERCIO DE BORRACHAS	Usuário		
C13146.USER1 TASKPRO SERVICE	Usuário		
C13146.USER2 TASKPRO SERVICE	Usuário		
C13157.USER1 ARMAZEM GIRASSOL	Usuário		
C13157.USER2 ARMAZEM GIRASSOL	Usuário		
C13157.USER3 ARMAZEM GIRASSOL	Usuário		
C13162.USER1 MECATRONICA PNEUMATICA E HIDRAULICA	Usuário		
C13162.USER2 MECATRONICA PNEUMATICA E HIDRAULICA	Usuário		
C13162.USER3 MECATRONICA PNEUMATICA E HIDRAULICA	Usuário		
C13162.USER4 MECATRONICA PNEUMATICA E HIDRAULICA	Usuário		
C13162.USER5 MECATRONICA PNEUMATICA E HIDRAULICA	Usuário		
C13162.USER6 MECATRONICA PNEUMATICA E HIDRAULICA	Usuário		
C13164.USER1 AUTO CENTER ALFA	Usuário		
C13164.USER2 AUTO CENTER ALFA	Usuário		
C13169.USER1 FISK	Usuário		
C13169.USER2 FISK	Usuário		
C13169.USER3 FISK	Usuário		
C13184.USER1 ACOUGUE DO VIZINHO	Usuário		
C13184.USER2 ACOUGUE DO VIZINHO	Usuário		
C13199.USER1 EXCELENCIA AUTO ELETRICA	Usuário		
C13199.USER2 EXCELENCIA AUTO ELETRICA	Usuário		
C13206.USER1 MEGA PRE MOLDADOS	Usuário		
C13206.USER2 MEGA PRE MOLDADOS	Usuário		
C13206.USER3 MEGA PRE MOLDADOS	Usuário		
C13209.USER1 TARUMA GAS	Usuário		
C13209.USER2 TARUMA GAS	Usuário		
C13214.USER1 MAG CUIABA	Usuário		
C13214.USER2 MAG CUIABA	Usuário		
C13214.USER3 MAG CUIABA	Usuário		
C13223.USER1 ECS EQUIPAMENTOS	Usuário		
C13223.USER2 ECS EQUIPAMENTOS	Usuário		
C13223.USER3 ECS EQUIPAMENTOS	Usuário		
C13223.USER4 ECS EQUIPAMENTOS	Usuário		
C13223.USER5 ECS EQUIPAMENTOS	Usuário		
C13251.USER1 ANCORA AUTO ELETRICA	Usuário		
C13251.USER2 ANCORA AUTO ELETRICA	Usuário		
C13252.USER1 BELLA CASA MARCENARIA	Usuário		
C13256.USER1 START AGRO PEÇAS	Usuário		
C13256.USER2 START AGRO PEÇAS	Usuário		
C13299.USER1 KOCH INDUSTRIA ELETRICA	Usuário		
C13308.USER1 EMPORIO FIRE	Usuário		
C13308.USER2 EMPORIO FIRE	Usuário		
C13308.USER3 EMPORIO FIRE	Usuário		
C13329.USER1 CONSTRUTORA KEIKO	Usuário		
C13336.USER1 ELITE SERVICE SOLUCOES	Usuário		
C13342.USER1 TOTAL PARTS	Usuário		
C13342.USER2 TOTAL PARTS	Usuário		
C13342.USER3 TOTAL PARTS	Usuário		
C13349.USER1 MACENA PEÇAS	Usuário		
C13349.USER2 MACENA PEÇAS	Usuário		
C13349.USER3 MACENA PEÇAS	Usuário		
C13366.USER1 CAMARAS E PNEUS	Usuário		
C13366.USER2 CAMARAS E PNEUS	Usuário		
C13366.USER3 CAMARAS E PNEUS	Usuário		
C13366.USER4 CAMARAS E PNEUS	Usuário		
C13366.USER5 CAMARAS E PNEUS	Usuário		
C13366.USER6 CAMARAS E PNEUS	Usuário		
C13369.USER1  FAZENDA ELLUS	Usuário		
C13369.USER2  FAZENDA ELLUS	Usuário		
C13380.USER1 LARANJEIRAS COSMETICOS	Usuário		
C13381.USER1 FABRINI AUTO TECNICA	Usuário		
C13381.USER2 FABRINI AUTO TECNICA	Usuário		
C13381.USER3 FABRINI AUTO TECNICA	Usuário		
C13388.USER1 RELIGARE CUIDADO E SAUDE PSICOLOGICA	Usuário		
C13388.USER2 RELIGARE CUIDADO E SAUDE PSICOLOGICA	Usuário		
C13388.USER3 RELIGARE CUIDADO E SAUDE PSICOLOGICA	Usuário		
C13412.USER1 MULTIFER	Usuário		
C13412.USER10 MULTIFER	Usuário		
C13412.USER11 MULTIFER	Usuário		
C13412.USER12 MULTIFER	Usuário		
C13412.USER13 MULTIFER	Usuário		
C13412.USER2 MULTIFER	Usuário		
C13412.USER3 MULTIFER	Usuário		
C13412.USER4 MULTIFER	Usuário		
C13412.USER5 MULTIFER	Usuário		
C13412.USER6 MULTIFER	Usuário		
C13412.USER7 MULTIFER	Usuário		
C13412.USER8 MULTIFER	Usuário		
C13412.USER9 MULTIFER	Usuário		
C13419.USER1 DOCAMPO IRRIGA	Usuário		
C13419.USER2 DOCAMPO IRRIGA	Usuário		
C13419.USER3 DOCAMPO IRRIGA	Usuário		
C13436.USER1 TECHFARM SOLUCOES AGRICOLAS	Usuário		
C13510.USER1 SUNIEX	Usuário		
C13510.USER2 SUNIEX	Usuário		
C13529.USER1 FOCCO FIT WEAR	Usuário		
C13529.USER2 FOCCO FIT WEAR	Usuário		
C13531.USER1 SERRANO DISTRIBUIDORA	Usuário		
C13534.USER1 MT EMPILHADEIRAS	Usuário		
C13534.USER2 MT EMPILHADEIRAS	Usuário		
C13534.USER3 MT EMPILHADEIRAS	Usuário		
C13534.USER4 MT EMPILHADEIRAS	Usuário		
C13534.USER5 MT EMPILHADEIRAS	Usuário		
C13544.USER1 BORTOLANZA REPRESENTAÇÕES	Usuário		
C13544.USER2 BORTOLANZA REPRESENTAÇÕES	Usuário		
C13547.USER1 J SILVA MANUTENCAO AGRICOLA	Usuário		
C13564.USER1 VELEIRO COMERCIO ATACADISTA	Usuário		
C13564.USER2 VELEIRO COMERCIO ATACADISTA	Usuário		
C13565.USER1 EMPORIO VELEIRO MATRIZ	Usuário		
C13565.USER2 EMPORIO VELEIRO MATRIZ	Usuário		
C13565.USER3 EMPORIO VELEIRO MATRIZ	Usuário		
C13565.USER4 EMPORIO VELEIRO MATRIZ	Usuário		
C13572.USER1 SAPEZAL REFRIGERAÇÃO	Usuário		
C13572.USER2 SAPEZAL REFRIGERAÇÃO	Usuário		
C13575.USER1 EMPORIO VELEIRO CACERES	Usuário		
C13576.USER1 EMPORIO VELEIRO RONDONOPOLIS	Usuário		
C13576.USER2 EMPORIO VELEIRO RONDONOPOLIS	Usuário		
C13577.USER1 EMPORIO VELEIRO PONTES E LACERDA	Usuário		
C13633.USER1 MULTPARTS	Usuário		
C13633.USER2 MULTPARTS	Usuário		
C13633.USER3 MULTPARTS	Usuário		
C13633.USER4 MULTPARTS	Usuário		
C13634.USER1 LU PERSONALIZADOS	Usuário		
C13650.USER1 TUBULACOES RIO VERDE	Usuário		
C13650.USER2 TUBULACOES RIO VERDE	Usuário		
C13650.USER3 TUBULACOES RIO VERDE	Usuário		
C13650.USER4 TUBULACOES RIO VERDE	Usuário		
C13662.USER1 CEG DISTRIBUIDORA	Usuário		
C13662.USER2 CEG DISTRIBUIDORA	Usuário		
C13670.USER1 SUPREME SERVIÇOS	Usuário		
C13670.USER2 SUPREME SERVIÇOS	Usuário		
C13676.USER1 JSA REPRESENTACOES	Usuário		
C13676.USER2 JSA REPRESENTACOES	Usuário		
C13676.USER3 JSA REPRESENTACOES	Usuário		
C13676.USER4 JSA REPRESENTACOES	Usuário		
C13686.USER1 MECANICA BOMBAS INJETORAS E CNP DIESEL	Usuário		
C13686.USER2 MECANICA BOMBAS INJETORAS E CNP DIESEL	Usuário		
C13698.USER1 RENO TRANSPORTE	Usuário		
C13698.USER2 RENO TRANSPORTE	Usuário		
C13718.USER1 MOVEMENT CUIABA	Usuário		
C13718.USER2 MOVEMENT CUIABA	Usuário		
C13718.USER3 MOVEMENT CUIABA	Usuário		
C13718.USER4 MOVEMENT CUIABA	Usuário		
C13726.USER1 W CARLOS TRANSPORTES E VEICULOS	Usuário		
C13726.USER2 W CARLOS TRANSPORTES E VEICULOS	Usuário		
C13726.USER3 W CARLOS TRANSPORTES E VEICULOS	Usuário		
C13730.USER1 SENIOR TEXTIL	Usuário		
C13730.USER2 SENIOR TEXTIL	Usuário		
C13730.USER3 SENIOR TEXTIL	Usuário		
C13743.USER1 DOUSAN TRANSPORTES	Usuário		
C13743.USER2 DOUSAN TRANSPORTES	Usuário		
C13743.USER3 DOUSAN TRANSPORTES	Usuário		
C13748.USER1 VEGAN STORE	Usuário		
C13748.USER2 VEGAN STORE	Usuário		
C13748.USER3 VEGAN STORE	Usuário		
C13780.USER1 DOIS IRMAOS TRANSPORTES	Usuário		
C13780.USER2 DOIS IRMAOS TRANSPORTES	Usuário		
C13793.USER1 CENTRO DIA	Usuário		
C13793.USER2 CENTRO DIA	Usuário		
C13793.USER3 CENTRO DIA	Usuário		
C13822.USER1 AF EMPREENDIMENTOS	Usuário		
C13822.USER2 AF EMPREENDIMENTOS	Usuário		
C13828.USER1 PET HOUSE HOSPEDAGEM	Usuário		
C13846.USER1 AGUIA 7	Usuário		
C13847.USER1 J TORRES REPRESENTACOES	Usuário		
C13855.USER1 MIX PARECIS	Usuário		
C13855.USER2 MIX PARECIS	Usuário		
C13855.USER3 MIX PARECIS	Usuário		
C13863.USER1 MEGATRUCK AUTO ELETRICA	Usuário		
C13898.USER1 CJ MECANINCA CANELLA	Usuário		
C13898.USER2 CJ MECANINCA CANELLA	Usuário		
C13898.USER3 CJ MECANINCA CANELLA	Usuário		
C13907.USER1 FORTE COMPENSADOS	Usuário		
C13907.USER2 FORTE COMPENSADOS	Usuário		
C13909.USER1 MAXSELAS	Usuário		
C13909.USER2 MAXSELAS	Usuário		
C13909.USER3 MAXSELAS	Usuário		
C13909.USER4 MAXSELAS	Usuário		
C13920.USER1 ANNE MAKE	Usuário		
C13920.USER2 ANNE MAKE	Usuário		
C13929.USER1 PROENÇA MECANICA	Usuário		
C13952.USER1 SW RODAS PRIME	Usuário		
C13952.USER2 SW RODAS PRIME	Usuário		
C13953.USER1 SW RODAS	Usuário		
C13955.USER1 ONE CELL	Usuário		
C13955.USER2 ONE CELL	Usuário		
C13955.USER3 ONE CELL	Usuário		
C13955.USER4 ONE CELL	Usuário		
C13974.USER1 MECATRONIC SERVICES	Usuário		
C13981.USER1 MUNDAO GARAGE	Usuário		
C13981.USER2 MUNDAO GARAGE	Usuário		
C13981.USER3 MUNDAO GARAGE	Usuário		
C13981.USER4 MUNDAO GARAGE	Usuário		
C13981.USER5 MUNDAO GARAGE	Usuário		
C13981.USER6 MUNDAO GARAGE	Usuário		
C13991.USER1 PR MOTOR CHIP	Usuário		
C14007.USER1 GRUPO TERRAPLAN	Usuário		
C14007.USER2 GRUPO TERRAPLAN	Usuário		
C14017.USER1 CONSTRUTORA ATUAL	Usuário		
C14017.USER2 CONSTRUTORA ATUAL	Usuário		
C14021.USER1 CENTRAL MANGUEIRAS POCONE	Usuário		
C14051.USER1 VITRINE DO BARBEIRO	Usuário		
C14055.USER1 J P PNEUS	Usuário		
C14055.USER2 J P PNEUS	Usuário		
C14055.USER3 J P PNEUS	Usuário		
C14055.USER4 J P PNEUS	Usuário		
C14055.USER5 J P PNEUS	Usuário		
C14055.USER6 J P PNEUS	Usuário		
C14059.USER1 DISTRIBUIDORA E CONVENIENCIA DO GETULIO	Usuário		
C14059.USER2 DISTRIBUIDORA E CONVENIENCIA DO GETULIO	Usuário		
C14064.USER1 JM PEÇAS E SERVIÇOS	Usuário		
C14064.USER2 JM PEÇAS E SERVIÇOS	Usuário		
C14067.USER1 BRASIL DIESEL	Usuário		
C14067.USER2 BRASIL DIESEL	Usuário		
C14067.USER3 BRASIL DIESEL	Usuário		
C14067.USER4 BRASIL DIESEL	Usuário		
C14067.USER5 BRASIL DIESEL	Usuário		
C14074.USER1 AGRO RAPIDO	Usuário		
C14074.USER2 AGRO RAPIDO	Usuário		
C14074.USER3 AGRO RAPIDO	Usuário		
C14074.USER4 AGRO RAPIDO	Usuário		
C14074.USER5 AGRO RAPIDO	Usuário		
C14074.USER6 AGRO RAPIDO	Usuário		
C14110.USER1 SITIO VANESSA	Usuário		
C14110.USER2 SITIO VANESSA	Usuário		
C14110.USER3 SITIO VANESSA	Usuário		
C14113.USER1 FRANQUIA CASA DOS FILTROS MATUPA	Usuário		
C14113.USER2 FRANQUIA CASA DOS FILTROS MATUPA	Usuário		
C14113.USER3 FRANQUIA CASA DOS FILTROS MATUPA	Usuário		
C14113.USER4 FRANQUIA CASA DOS FILTROS MATUPA	Usuário		
C14113.USER5 FRANQUIA CASA DOS FILTROS MATUPA	Usuário		
C14113.USER6 FRANQUIA CASA DOS FILTROS MATUPA	Usuário		
C14116.USER1 MOVEIS SOBERANO	Usuário		
C14116.USER2 MOVEIS SOBERANO	Usuário		
C14130.USER1 SO ORGANICOS	Usuário		
C14146.USER1 FAZENDA NOSSA SENHORA DE FATIMA	Usuário		
C14150.USER1 SML AUTOMACAO	Usuário		
C14195.USER1 JLB AUTOMACOES INDUSTRIAIS	Usuário		
C14195.USER2 JLB AUTOMACOES INDUSTRIAIS	Usuário		
C14195.USER3 JLB AUTOMACOES INDUSTRIAIS	Usuário		
C14195.USER4 JLB AUTOMACOES INDUSTRIAIS	Usuário		
C14195.USER5 JLB AUTOMACOES INDUSTRIAIS	Usuário		
C14196.USER1 FENIX AEROAGRICOLA	Usuário		
C14210.USER1 CONSTRU CASA	Usuário		
C14210.USER2 CONSTRU CASA	Usuário		
C14210.USER3 CONSTRU CASA	Usuário		
C14210.USER4 CONSTRU CASA	Usuário		
C14210.USER5 CONSTRU CASA	Usuário		
C14210.USER6 CONSTRU CASA	Usuário		
C14210.USER7 CONSTRU CASA	Usuário		
C14210.USER8 CONSTRU CASA	Usuário		
C14215.USER1 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER10 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER11 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER2 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER3 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER4 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER5 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER6 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER7 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER8 AJF CONSTRUCAO MINERACAO	Usuário		
C14215.USER9 AJF CONSTRUCAO MINERACAO	Usuário		
C14226.USER1 CAREQUINHA ALINHAMENTO	Usuário		
C14226.USER2 CAREQUINHA ALINHAMENTO	Usuário		
C14226.USER3 CAREQUINHA ALINHAMENTO	Usuário		
C14228.USER1 ARTEIROS CALCADOS	Usuário		
C14229.USER1 GARAGE AUDIO CAR	Usuário		
C14229.USER2 GARAGE AUDIO CAR	Usuário		
C14229.USER3 GARAGE AUDIO CAR	Usuário		
C14229.USER4 GARAGE AUDIO CAR	Usuário		
C14229.USER5 GARAGE AUDIO CAR	Usuário		
C14229.USER6 GARAGE AUDIO CAR	Usuário		
C14234.USER1 MARMORARIA SINOPEDRAS	Usuário		
C14234.USER2 MARMORARIA SINOPEDRAS	Usuário		
C14243.USER1 HIDROMAQUINAS	Usuário		
C14243.USER2 HIDROMAQUINAS	Usuário		
C14243.USER3 HIDROMAQUINAS	Usuário		
C14243.USER4 HIDROMAQUINAS	Usuário		
C14243.USER5 HIDROMAQUINAS	Usuário		
C14254.USER1 MECANICA ZILIO	Usuário		
C14254.USER2 MECANICA ZILIO	Usuário		
C14254.USER3 MECANICA ZILIO	Usuário		
C14256.USER1 JOTA GUIMARAES ATACADO	Usuário		
C14265.USER1 CHINA20	Usuário		
C14265.USER2 CHINA20	Usuário		
C14265.USER3 CHINA20	Usuário		
C14265.USER4 CHINA20	Usuário		
C14265.USER5 CHINA20	Usuário		
C14265.USER6 CHINA20	Usuário		
C14265.USER7 CHINA20	Usuário		
C14265.USER8 CHINA20	Usuário		
C14265.USER9 CHINA20	Usuário		
C14268.USER1  INEMAT TANGARA DA SERRA	Usuário		
C14268.USER2  INEMAT TANGARA DA SERRA	Usuário		
C14273.USER1 KINGDON EVENTOS	Usuário		
C14273.USER2 KINGDON EVENTOS	Usuário		
C14292.USER1 REAL ABRASIVOS	Usuário		
